num,url,full_url,pubdate,title,description,download_url
477,https://www.thisamericanlife.org/episode/477,https://www.thisamericanlife.org/477/getting-away-with-it,"October 19, 2012",Getting Away With It,"Stories of people breaking the rules fully, completely and with no bad consequences. Some justify this by saying they’re doing it for others, or for a greater good. Some really don’t care. And, unlike the mealy weaklings you usually hear on this program: None of these wrongdoers seem regretful about what they’ve done in the slightest.
",https://stream.thisamericanlife.org/477/fKHIH_LpamNkBYPVzfvbam9IbsQNMcD4R7OBO2Wd3w0/477.mp3
478,https://www.thisamericanlife.org/episode/478,https://www.thisamericanlife.org/478/red-state-blue-state,"November 2, 2012",Red State Blue State,"Everyone knows that politics is now so divided in our country that not only do the two sides disagree on the solutions to the country’s problems, they don’t even agree on what the problems are. It’s two versions of the world in collision. This week we hear from people who’ve seen this infect their personal lives.",https://stream.thisamericanlife.org/478/3ponfT-rtpcWw8AOzr9Z3iOaA1bhpqOq50nOfdSLaXY/478.mp3
479,https://www.thisamericanlife.org/episode/479,https://www.thisamericanlife.org/479/little-war-on-the-prairie,"November 23, 2012",Little War on the Prairie,"Growing up in Mankato, Minnesota, John Biewen says, nobody ever talked about the most important historical event ever to happen there: in 1862, it was the site of the largest mass execution in U.S. history. Thirty-eight Dakota Indians were hanged after a war with white settlers. John went back to Minnesota to figure out what really happened 150 years ago, and why Minnesotans didn’t talk about it much after.
",https://stream.thisamericanlife.org/479/yVSrwbArTUG3EqGujy6V3CFQXN6gihxwHMmWr4n0yWg/479.mp3
480,https://www.thisamericanlife.org/episode/480,https://www.thisamericanlife.org/480/animal-sacrifice,"November 30, 2012",Animal Sacrifice,"What animals sacrifice for us, and what we sacrifice for them. Including a story from Susan Orlean about dogs in World War II, and the This American Life staff confronts Ira about his dog, Piney.
",https://stream.thisamericanlife.org/480/woNTywRaeldaEqz9N38FgNReTfmJNg6Mf46kWFDn0Gw/480.mp3
481,https://www.thisamericanlife.org/episode/481,https://www.thisamericanlife.org/481/this-week,"December 7, 2012",This Week,"This week we take on ... this week. Stories united by one thing: They all happened in the seven days prior to broadcast. We try our hand reporting the global stories in Egypt and Afghanistan; and take on super local stories, too, like a man who tries valiantly — valiantly! — to actually get out of bed when his alarm clock goes off. 
",https://stream.thisamericanlife.org/481/npNuTxuaEtl9rp4-zPHxbyMImvw2rM1pDlZbsEbzLok/481.mp3
482,https://www.thisamericanlife.org/episode/482,https://www.thisamericanlife.org/482/lights-camera-christmas-2012,"December 21, 2012","Lights, Camera, Christmas! (2012)","This holiday season, we bring you a show filled with stories of people going to great lengths to throw a special Christmas for their families, including: tales of Luna the guinea pig, Bambi the reindeer, and Jeko the super-powerful (and somewhat-scary) Christmas elf.
",https://stream.thisamericanlife.org/482/wsFvd5Ram4YGvlwbTOoWbB1Tn6QiPcPHfyK2TowKSLU/482.mp3
483,https://www.thisamericanlife.org/episode/483,https://www.thisamericanlife.org/483/self-improvement-kick,"January 4, 2013",Self-Improvement Kick ,"A perfectly normal guy gets rid of everything he owns, changes his name, says goodbye to his friends — and begins walking. In the name of peace. And Honduran government officials try to heal their corrupt country by starting a perfect city, from scratch. For the new year, we bring you stories about how far some people go in hopes of a better life.",https://stream.thisamericanlife.org/483/Wmz3y9PTsvLqor2LMlHyb8J04mhQZqYSHxlahLVMemE/483.mp3
484,https://www.thisamericanlife.org/episode/484,https://www.thisamericanlife.org/484/doppelgangers,"January 11, 2013",Doppelgängers,"We got a tip about a meat plant selling pig intestines as fake calamari, wondered if it could be true, and decided to investigate. Doppelgängers, doubles, evil twins and not-so-evil twins, this week. Fred Armisen co-hosts with Ira Glass.
",https://stream.thisamericanlife.org/484/fotkTpbV7_aQe9kkmchIqp2GWZH4_JbGF_8jme35t94/484.mp3
485,https://www.thisamericanlife.org/episode/485,https://www.thisamericanlife.org/485/surrogates,"January 25, 2013",Surrogates,"This week we look at people who see themselves in others and try to live out their lives through stand-ins — including the story of what one father saw in the convicted murderer he decided to adopt. And the proxy battle over a woman’s honor that became a presidential obsession.
",https://stream.thisamericanlife.org/485/tv4vmw7rUpE4NPxEMgl8_S72-HGnTnhOpvbQWb36Beg/485.mp3
486,https://www.thisamericanlife.org/episode/486,https://www.thisamericanlife.org/486/valentines-day,"February 8, 2013",Valentine’s Day,"Love makes us do crazy things. But usually not this crazy. This week for Valentine's Day we have stories of people going to extremes to find and pursue their one true love.
",https://stream.thisamericanlife.org/486/XZsXQ4qdp39d51ATlgNUyccX7-ddTGLJNsGEiIlIofQ/486.mp3
487,https://www.thisamericanlife.org/episode/487,https://www.thisamericanlife.org/487/harper-high-school-part-one,"February 15, 2013",Harper High School - Part One,"We spent five months at Harper High School in Chicago, where last year alone 29 current and recent students were shot. 29. We went to get a sense of what it means to live in the midst of all this gun violence, how teens and adults navigate a world of funerals and Homecoming dances. We found so many incredible and surprising stories, this show is a two-parter.
",https://stream.thisamericanlife.org/487/Lc1x9bvyxvzdtInFZg2SWNrtl0aVBEqPLTwLOw08d1E/487.mp3
488,https://www.thisamericanlife.org/episode/488,https://www.thisamericanlife.org/488/harper-high-school-part-two,"February 22, 2013",Harper High School - Part Two,"We pick up where we left off last week in our second hour from Harper High School in Chicago. We find out if a shooting in the neighborhood will derail the school's Homecoming game and dance. We hear the origin story of one of Harper's gangs. And we ask a group of teenagers: where do you get your guns? 
",https://stream.thisamericanlife.org/488/V5tuE83AbrRbkArWPq9E3wPTFfs1qaSistDlKTtkLX4/488.mp3
489,https://www.thisamericanlife.org/episode/489,https://www.thisamericanlife.org/489/no-coincidence-no-story,"March 1, 2013","No Coincidence, No Story!","We asked listeners to send us their best coincidence stories, and we got more than 1,300 submissions! There were so many good ones we decided to make a whole show about them. From a chance encounter at a bus station to a romantic dollar bill to a baffling apparition in a college shower stall. 
",https://stream.thisamericanlife.org/489/CMMUoWOxRZGvX8MTIXxyuv7UC-Talc7URQpqgCICsXY/489.mp3
490,https://www.thisamericanlife.org/episode/490,https://www.thisamericanlife.org/490/trends-with-benefits,"March 22, 2013",Trends With Benefits,"The number of Americans receiving federal disability payments has nearly doubled over the last 15 years. There are towns and counties around the nation where almost 1/4 of adults are on disability. Planet Money's Chana Joffe-Walt spent 6 months exploring the disability program, and emerges with a story of the U.S. economy quite different than the one we've been hearing. 
",https://stream.thisamericanlife.org/490/3-sAiDm5LIubu_mTdBQpZSyRGLwZaLV8MBIZ-edxDAE/490.mp3
491,https://www.thisamericanlife.org/episode/491,https://www.thisamericanlife.org/491/tribes,"March 29, 2013",Tribes,"A Native American tribe is doing exactly the opposite of what you'd think they'd do: they're kicking people out of the tribe, huge numbers of them, including people whose ancestors without question were part of the tribe. And the story of a white guy who only wants to date Asian women, who then has to adjust to the reality of a real actual Asian woman in his life. The phrase ""finding your tribe"" is a total cliche — but one that does apply to certain situations.",https://stream.thisamericanlife.org/491/ImXwd-ZvEl9w7GAKz_R168pz9Dw058sM-bqSlsOXo-4/491.mp3
492,https://www.thisamericanlife.org/episode/492,https://www.thisamericanlife.org/492/dr-gilmer-and-mr-hyde,"April 12, 2013",Dr. Gilmer and Mr. Hyde,"A doctor named Benjamin Gilmer gets a job at a rural clinic in North Carolina. He’s replaced another doctor named Gilmer – Dr. Vince Gilmer – who went to prison after killing his own father. But the more Benjamin’s patients tell him about the other Dr. Gilmer, the more confused he becomes. Everyone loved Vince Gilmer. So Benjamin starts digging around, trying to understand how a good man can seemingly turn bad. Sarah Koenig reports.
",https://stream.thisamericanlife.org/492/cu_wRkMsuiIB3PS39twnetucqi1tuHilqIRnb8uUUN8/492.mp3
493,https://www.thisamericanlife.org/episode/493,https://www.thisamericanlife.org/493/picture-show,"April 19, 2013",Picture Show,"This week, Israeli soldiers take snapshots of Palestinian boys, one house at a time, in the middle of the night. This and other stories where getting the picture gives you the upper hand.
",https://stream.thisamericanlife.org/493/OlUxWUc81X0uwBAKwHajjRu9xKnaI6LoIkkGsYalEyg/493.mp3
494,https://www.thisamericanlife.org/episode/494,https://www.thisamericanlife.org/494/hit-the-road,"May 3, 2013",Hit the Road,"We're opening windows and going places. This week we have stories of people who, for reasons that they can't always explain, feel compelled to get out and go somewhere. Including the story of one man who decides to take a trip from Philadelphia to San Francisco — by foot.",https://stream.thisamericanlife.org/494/etciVRW51d_1mdiCSw06B23tEReCLMWTzrVXWXhQiqM/494.mp3
495,https://www.thisamericanlife.org/episode/495,https://www.thisamericanlife.org/495/hot-in-my-backyard,"May 17, 2013",Hot In My Backyard,"After years of being stuck, the national conversation on climate change finally started to shift — just a little — last year, the hottest year on record in the U.S., with Hurricane Sandy flooding the New York subway, drought devastating Midwest farms, and California and Colorado on fire. Lots of people were wondering if global warming had finally arrived, here at home. This week, stories about this new reality.",https://stream.thisamericanlife.org/495/N3ySgmzHM5lHuDUmDBkv9V2cF6hQvAtfqT9D-PU1B20/495.mp3
496,https://www.thisamericanlife.org/episode/496,https://www.thisamericanlife.org/496/when-patents-attack-part-two,"May 31, 2013",When Patents Attack... Part Two!,"Two years ago, we did a program about a mysterious business in Texas that threatens companies with lawsuits for violating its patents. But the world of patent lawsuits is so secretive, there were basic questions we could not answer. Now we can. And we get a glimpse why people say our patent system may be discouraging, not encouraging, innovation.
",https://stream.thisamericanlife.org/496/FTXAaDcHhRgZvK7Jq4v3Wepb1RdUJpPB7dMNODUCQyM/496.mp3
497,https://www.thisamericanlife.org/episode/497,https://www.thisamericanlife.org/497/this-week,"June 14, 2013",This Week,"This week we return to one of our favorite themes: This Week! All of the stories in the show are things that have taken place in the last seven days. We've got our own take on the big, national stories of the week but we also turn a searchlight across America and find the smaller, more personal and more spectacular stories that most of us never hear.
",https://stream.thisamericanlife.org/497/riLRmGHBDdzRggY4BFFhF33CBlUAkfHLAdXFrq1By_g/497.mp3
498,https://www.thisamericanlife.org/episode/498,https://www.thisamericanlife.org/498/the-one-thing-youre-not-supposed-to-do,"June 21, 2013",The One Thing You're Not Supposed To Do,"This week, stories about people who know something's a bad idea, but convince themselves to do that thing anyway. Including the story of a bunch of illegal immigrants who turn themselves in to the U.S. Immigration and Customs Enforcement, hoping to be sent into detention.",https://stream.thisamericanlife.org/498/FtKFn_J-zx2VsDaFWBWnnmWM1be_oqaCw3AvzT1u5d4/498.mp3
499,https://www.thisamericanlife.org/episode/499,https://www.thisamericanlife.org/499/taking-names,"June 28, 2013",Taking Names,"The truly incredible story of a guy named Kirk Johnson who started a list of hundreds of Iraqis who needed to get out of their country. They were getting death threats, and he was their only hope. Only 26 and living in his aunt's basement, he had no idea what to do. How Kirk kind of succeeded spectacularly and failed spectacularly at the same time.
",https://stream.thisamericanlife.org/499/IOUBcQGz5IE_HYaMAfq8aocAZcnsWS9fLnnKJcrXKG8/499.mp3
500,https://www.thisamericanlife.org/episode/500,https://www.thisamericanlife.org/500/500,"July 12, 2013",500!,"To celebrate our 500th episode, Ira asked the producers of This American Life to talk about their very favorite moments on the show. Some chose stories that've been more or less forgotten for years; others chose just one line of script, or a segment that secretly made them cry. So for our 500th, we bring you the best of This American Life — the way we've been hearing it, behind the scenes, all these years.
",https://stream.thisamericanlife.org/500/B4ztHEe9emYq4VAeXNoQwwmmvM73IMW2xdbUDH-1A3M/500.mp3
501,https://www.thisamericanlife.org/episode/501,https://www.thisamericanlife.org/501/the-view-from-in-here,"July 26, 2013",The View From In Here,"It's so easy to lose perspective (or worry you've lost perspective) when you're deep inside some situation. For instance, an American woman who suddenly trades her life for one in a place most people might think twice about: Juarez, Mexico.",https://stream.thisamericanlife.org/501/X8C_EOQtXlhKQQHpGRls8Yh0ek6FR24lz8_6BPCcwxI/501.mp3
502,https://www.thisamericanlife.org/episode/502,https://www.thisamericanlife.org/502/this-call-may-be-recorded-to-save-your-life,"August 9, 2013",This Call May Be Recorded... To Save Your Life,"A journalist named Meron Estefanos gets a disturbing tip. She's given a phone number that supposedly belongs to a group of refugees being held hostage in the Sinai desert. She dials the number, and soon dozens of strangers are begging her to rescue them. How can she ignore them?
",https://stream.thisamericanlife.org/502/COG7QCShc5XoY8JQUVxnidqxn_53GRj3pA5_eAbNhNA/502.mp3
503,https://www.thisamericanlife.org/episode/503,https://www.thisamericanlife.org/503/i-was-just-trying-to-help,"August 16, 2013",I Was Just Trying To Help,"Stories of people doing the noble thing and stepping up to help, only to find out that others think what they're doing isn't helping at all. Planet Money looks at a charity that's decided to just give people money, and a sheriff in California devises a plan to let farmers grow weed — as long as they register with him.",https://stream.thisamericanlife.org/503/K9VLLc6Q586T6xzaseJqxZEKZzlVY4Le63PH4ZiwK5s/503.mp3
504,https://www.thisamericanlife.org/episode/504,https://www.thisamericanlife.org/504/how-i-got-into-college,"September 6, 2013",How I Got Into College,"Students all over are starting college this month, and some of them still have a nagging question: what, exactly, got me in? An admissions officer tells us the most wrongheaded things applicants try. And Michael Lewis has the incredible story of how a stolen library book got one man — Emir Kamenica — into his dream school.
",https://stream.thisamericanlife.org/504/6dmxVde1SDgdHugGMz2CngZHDWIaXwCjRTI2C5V3OgM/504.mp3
505,https://www.thisamericanlife.org/episode/505,https://www.thisamericanlife.org/505/use-only-as-directed,"September 20, 2013",Use Only as Directed,"One of the country's most popular over-the-counter painkillers — acetaminophen, the active ingredient in Tylenol — also kills the most people, according to data from the federal government. Over 150 Americans die each year on average after accidentally taking too much. And it requires a lot less to endanger you than you may know. We reported this alongside ProPublica. Their stories here and here.
",https://stream.thisamericanlife.org/505/ZgL7-Ew0EYh0xkAqoVJmvHmI8kpEz5kpOu9pq0RXZdc/505.mp3
506,https://www.thisamericanlife.org/episode/506,https://www.thisamericanlife.org/506/secret-identity,"October 4, 2013",Secret Identity,"A bank robber on an undercover mission. A teenage girl with the powers of a tiger. A vigilante seeking vengeance in Ciudad Juarez. All have secret identities. But not all of them chose those identities for themselves.
",https://stream.thisamericanlife.org/506/jucB3OF5OgPo0uQ9Elp5AfpiOxvC2iK049ePoibogc4/506.mp3
507,https://www.thisamericanlife.org/episode/507,https://www.thisamericanlife.org/507/confessions,"October 11, 2013",Confessions,"Two crime scenes, two murders. One crime is solved, the other case went cold. Both raise the question: What should a person suspected of murder say?",https://stream.thisamericanlife.org/507/z3c8hSfQecF1ncOdWSvJOUIQx5xdAKfLPh9AgFiSjDY/507.mp3
508,https://www.thisamericanlife.org/episode/508,https://www.thisamericanlife.org/508/superpowers-2013,"October 18, 2013",Superpowers,"We answer the following questions about superpowers: Can superheroes be real people? (No.) Can real people become superheroes? (Maybe.) And which is better: flight or invisibility? (Depends who you ask.) 
",https://stream.thisamericanlife.org/508/ExEd8go-NBwJTmxQGW87lUlSmHJ6U4PHs1uCc7wt0-s/508.mp3
509,https://www.thisamericanlife.org/episode/509,https://www.thisamericanlife.org/509/it-says-so-right-here,"October 25, 2013",It Says So Right Here,"Everyone knows you can't always believe what you read, but sometimes even official documents aren't a path to the truth. This week we have stories of people whose lives are altered when seemingly boring documents like birth certificates and petitions are used against them. And a family wrestles with a medical record that has a very clear, but complicated diagnosis.",https://stream.thisamericanlife.org/509/TubxHPrkh6WtF2upK5AsI3dyL8-8ijHG28TP9SojgzY/509.mp3
510,https://www.thisamericanlife.org/episode/510,https://www.thisamericanlife.org/510/fiasco-2013,"November 1, 2013",Fiasco! (2013),"Stories of when things go wrong. Really wrong. When you leave the normal realm of human error, fumble, mishap, and mistake and enter the territory of really huge breakdowns. Fiascos. Things go so awry that normal social order collapses.
",https://stream.thisamericanlife.org/510/aiJ6vaPHj6-Kcaml4qrNxkYpFQ9Bksjz3xFlLX05Xv4/510.mp3
511,https://www.thisamericanlife.org/episode/511,https://www.thisamericanlife.org/511/the-seven-things-youre-not-supposed-to-talk-about,"November 8, 2013",The Seven Things You’re Not Supposed to Talk About,"Producer Sarah Koenig's mother lives by a set of rules about conversation. She has an actual list of off-limits topics, including how you slept, your period, your health, your diet and more. You don't talk about these things, she says, because nobody cares. This week we try to find stories on these exact topics that will prove her wrong.",https://stream.thisamericanlife.org/511/j5CNFLUh0XDGr9VPuFavupSJ-i_K8q2WHfcqXMgeqJE/511.mp3
512,https://www.thisamericanlife.org/episode/512,https://www.thisamericanlife.org/512/house-rules,"November 22, 2013",House Rules,"Where you live is important. It can dictate quality of schools and hospitals, as well as things like cancer rates, unemployment, or whether the city repairs roads in your neighborhood. On this week's show, stories about destiny by address.
",https://stream.thisamericanlife.org/512/lY71pjudKQyaa5Hq6f3sfUztMt9jrrskOU0Imz7cWk0/512.mp3
513,https://www.thisamericanlife.org/episode/513,https://www.thisamericanlife.org/513/129-cars,"December 13, 2013",129 Cars,"We spend a month at a Jeep dealership on Long Island as they try to make their monthly sales goal: 129 cars. If they make it, they'll get a huge bonus from the manufacturer, possibly as high as $85,000 — enough to put them in the black for the month. If they don't make it, it'll be the second month in a row. So they pull out all the stops.
",https://stream.thisamericanlife.org/513/G1JnPsC7z6nGEIoH42D4s0e_mrjJrZzop7CTKkEioQM/513.mp3
514,https://www.thisamericanlife.org/episode/514,https://www.thisamericanlife.org/514/thought-that-counts,"December 20, 2013",Thought That Counts,"It's the thought that counts. So true. Unfortunately, sometimes it's not always so clear what that thought was. And sometimes, when it is clear, we wish it wasn't. This week, during this, the season of giving, we turn our spotlight on the givers and exactly whatever it was they could've possibly been thinking.",https://stream.thisamericanlife.org/514/gpY88cx_u9f8_DkAiOjnMUlJqSyJZr7fkoRWX1rsEgo/514.mp3
515,https://www.thisamericanlife.org/episode/515,https://www.thisamericanlife.org/515/good-guys,"January 10, 2014",Good Guys,"Yes fellas, lots of you think of yourselves as good guys. But what does it really take to be a good guy? We have stories of valiant men attempting to do good in challenging circumstances: in war zones, department stores, public buses, and at the bottom of a cave 900 feet underground.
",https://stream.thisamericanlife.org/515/axdbLsYBlBHuDdtM4L2mp5ZfOlNqmxPQHDFoTKDmdG0/515.mp3
516,https://www.thisamericanlife.org/episode/516,https://www.thisamericanlife.org/516/stuck-in-the-middle-2014,"January 17, 2014",Stuck In The Middle (2014),"Jan Brady is not the only one who hated being in the middle. This week we have stories about how it sucks to be in limbo or be the mediator, but we also hear from a man who absolutely loves being in that uncertain and boring middle most of us dread — on hold, listening to hold music.
",https://stream.thisamericanlife.org/516/x0HzM2wQJUfso-PjEBby90li8Za3prqSdACfxuhERPo/516.mp3
517,https://www.thisamericanlife.org/episode/517,https://www.thisamericanlife.org/517/day-at-the-beach-2014,"January 31, 2014",Day at the Beach (2014),"It's January, and freezing outside. This week 5 stories from the sunny beach! Including David Sedaris telling us how losing a sister in 2013 prompted a family reunion, and an impulse buy of a lifetime — an oceanfront cottage big enough for all of them.
",https://stream.thisamericanlife.org/517/dsvd0leEHSWWZc-gc4E8n_fkkNqiCNUeJy5Rftz0s2k/517.mp3
518,https://www.thisamericanlife.org/episode/518,https://www.thisamericanlife.org/518/except-for-that-one-thing,"February 14, 2014",Except For That One Thing,"Mike Anderson was 36 years old, married, a suburban father of four. He owned a contracting business and built his family’s modest, three-bedroom house in St. Louis from the ground up. He volunteered at church on the weekends and coaches his son’s football team. All pretty normal, right? Except for one thing … which surfaced one day two summers ago.
",https://stream.thisamericanlife.org/518/7k9vQ8ebhonn2U47ozQUCZ_het-h8fwqiVJ5bRsxar0/518.mp3
519,https://www.thisamericanlife.org/episode/519,https://www.thisamericanlife.org/519/dead-men-tell-no-tales,"March 7, 2014",Dead Men Tell No Tales,"Last May, a weird story made the news: the FBI killed a guy in Florida who was loosely linked to the Boston Marathon bombings. He was shot seven times in his living room by a federal agent. What really happened? Why was the FBI even in that room with him? A reporter spent six months looking into it, and she found that the FBI was doing a bunch of things that never made the news. Her Boston Magazine story.
",https://stream.thisamericanlife.org/519/zFWIajsECo8zu5u4Tz1S5pikojzNcQ3oJ6T7EJgD6lE/519.mp3
520,https://www.thisamericanlife.org/episode/520,https://www.thisamericanlife.org/520/no-place-like-home,"March 14, 2014",No Place Like Home,"There are lots of ways we define where we're from. And whether we're proud of it, or ashamed of it, love it, hate it, miss it or are trying desperately to get back to it — where we're from is always a big part of who we are. This week, stories of people who are, in good ways and bad ways, coming to terms with the places they call home. (Beeped version)",https://stream.thisamericanlife.org/520/yVAHOe1ceRlH0R7Rm1YhDjsSuA8WByy09vpop1xq3XA/520.mp3
521,https://www.thisamericanlife.org/episode/521,https://www.thisamericanlife.org/521/bad-baby,"March 28, 2014",Bad Baby,"They're small. And they're cuddly. But sometimes it feels as though our babies were replaced with demon replicas—controlling, demanding, or just downright awful. This week, stories of infants and children who dominate the adults around them with their baditude, or whom adults have painted with the ""bad"" brush from early on. We also ask the question: at what age does badness begin?",https://stream.thisamericanlife.org/521/NsDIWWIpVmuyPCRH35P786u7LoL1s6dJLdOSo8329WY/521.mp3
522,https://www.thisamericanlife.org/episode/522,https://www.thisamericanlife.org/522/tarred-and-feathered,"April 11, 2014",Tarred and Feathered,"This week, stories of people being threatened and punished with public shame. Including the story of someone who was literally tarred and feathered. It happened a lot more recently than you'd guess.
",https://stream.thisamericanlife.org/522/UKPJQbVk0wzDpo6nkGM6eNmJscMmucKmink0FFkSKbs/522.mp3
523,https://www.thisamericanlife.org/episode/523,https://www.thisamericanlife.org/523/death-and-taxes,"April 25, 2014",Death and Taxes,"It is a peculiar feeling to know with certainty that something big is about to happen to you. This week, we watch people go right up to the edge of inevitable change.
",https://stream.thisamericanlife.org/523/4NXhhxEZLzh11B0XJZJIAyFCH_MjcNTHdjV1Bl2AW0M/523.mp3
524,https://www.thisamericanlife.org/episode/524,https://www.thisamericanlife.org/524/i-was-so-high,"May 2, 2014",I Was So High,"Your waitress. Your colleagues at work. Your doctor. Maybe even your parents. They’re all high. All the time. That’s what it feels like anyway. This week, stories in which drug use and daily life intersect – and in which people get high in secret and then do their best to function in the non-high world. Also, we hear some “I Was So High” stories from our very own listeners.",https://stream.thisamericanlife.org/524/2xe2ojgQtgaeSbqO5POCsuu4JqqrcufEhHEJPU3lvHU/524.mp3
525,https://www.thisamericanlife.org/episode/525,https://www.thisamericanlife.org/525/call-for-help,"May 9, 2014",Call For Help,"Stories of people coming to terms with being in serious trouble. They need help. Figuring out how to get it, that's another problem.
",https://stream.thisamericanlife.org/525/TVA7GrK52tNdv1JYIkt5UCOn9WV2Pzn7BG9TktENF5M/525.mp3
526,https://www.thisamericanlife.org/episode/526,https://www.thisamericanlife.org/526/is-that-what-i-look-like,"May 23, 2014",Is That What I Look Like?,"You've been seeing yourself, getting to know what you look like, your whole life. So why does it often take an outsider to see things about you that are obvious, and set you straight?
",https://stream.thisamericanlife.org/526/lgJaMQo-SnqX017WEzf5gJiwRDAQ8o-X6OuigHBGUFY/526.mp3
527,https://www.thisamericanlife.org/episode/527,https://www.thisamericanlife.org/527/180-degrees,"June 13, 2014",180 Degrees,"Flipflops, u-turns, changes of heart, about faces. Completely changing our position — sometimes it can be our best move, sometimes it can be our worst. Either way, it's usually complicated. This week we bring you stories of people who go one way, and then, for what ever reason, turn around and go the exact opposite direction.
",https://stream.thisamericanlife.org/527/-_NRvzTUN3AMco4hHHH9_n1edZp7VXYb55mskde8NGs/527.mp3
528,https://www.thisamericanlife.org/episode/528,https://www.thisamericanlife.org/528/the-radio-drama-episode,"June 20, 2014",The Radio Drama Episode ,"Our most ambitious live show ever! We pulled together a massive team of theater pros at the Brooklyn Academy of Music's Opera House—nearly 50 singers, actors, dancers and musicians. The result? Journalism turned into a Broadway musical, into opera. Mike Birbiglia, Sasheer Zamata, Stephin Merritt, Josh Hamilton, Lindsay Mendez, Lin-Manuel Miranda and others.
",https://stream.thisamericanlife.org/528/0wS7mOQGsdJvZndT6hIkyoq6z8iCxheJJOtzD_ahvfo/528.mp3
529,https://www.thisamericanlife.org/episode/529,https://www.thisamericanlife.org/529/human-spectacle,"June 27, 2014",Human Spectacle,"Gladiators in the Colosseum. Sideshow performers. Reality television. We've always loved to gawk at the misery or majesty of others. But this week, we ask the question: What's it like when the tables are turned and all eyes are on you?
",https://stream.thisamericanlife.org/529/CegNA5eza17LjHGPcABlhkpshThoR-vopPkLUzjBmUM/529.mp3
530,https://www.thisamericanlife.org/episode/530,https://www.thisamericanlife.org/530/mind-your-own-business,"July 18, 2014",Mind Your Own Business,"Stories of meddling, snooping, and just getting way, way up in other people's business. A cellphone hidden in a bag of chips starts a messy turf war between the FBI and a local sheriff; and a surprising handbook lets us peek into the secret world of professional cheerleading. Plus: Studs Terkel.
",https://stream.thisamericanlife.org/530/9zr_BYd9aqytGx3uvE2JTTaUQukv004xSX4DBq2Ph30/530.mp3
531,https://www.thisamericanlife.org/episode/531,https://www.thisamericanlife.org/531/got-your-back,"July 25, 2014",Got Your Back,"There is a special comfort that comes from knowing someone's got your back. You can do things that just weren't possible before. You take huge risks, including some that aren't necessarily advisable. This week: stories where one person's powerlessness is transformed when they discover they have backup. And we see what happens when that backup goes away.
",https://stream.thisamericanlife.org/531/nKvQVfurvPNnCkBTkms2QP6j8ssbsORoMItmEMuah7I/531.mp3
532,https://www.thisamericanlife.org/episode/532,https://www.thisamericanlife.org/532/magic-words,"August 15, 2014",Magic Words,"When Jonathan Goldstein was a kid, his father gave him a book that promised to teach you how to shoot mental laser beams, win the lottery, move solid objects with your mind, make others obey your command – all through the use of mental power and magic words. This week, he revisits the book to try to unlock the secrets within. And we have other stories where people recite words that have the power to change their lives, with no magic or mumbo jumbo at all.
",https://stream.thisamericanlife.org/532/XBMqjuWSbCgnB9Mj2zhrKn5gxyBScCxSIlmorBbpOZA/532.mp3
533,https://www.thisamericanlife.org/episode/533,https://www.thisamericanlife.org/533/its-not-the-product-its-the-person,"September 5, 2014","It's Not the Product, It's the Person","Starting a business is not for the self-doubting. Or even usually the self-deprecating. The first thing you have to sell is yourself — like dating, but with a greater chance of landing in debt. Alex Blumberg tells the incredible, sweat-stains-and-all saga of a man fumbling through starting a new business, and the man is: himself. Plus, new stories from Mike Birbiglia and Love + Radio.",https://stream.thisamericanlife.org/533/VLQvukzGFjcm4Q84Rf-6CodSlKVeOk8LxAUxyaHcnag/533.mp3
534,https://www.thisamericanlife.org/episode/534,https://www.thisamericanlife.org/534/a-not-so-simple-majority,"September 12, 2014",A Not-So-Simple Majority,"We take it for granted that the majority calls the shots. But in one NY school district, that idea — majority rules — has led to an all-out war. School board disputes are pretty common, but not like this one. This involves multimillion-dollar land deals, lawyers threatening to beat up parents, felony criminal charges, and the highest levels of state government. Meanwhile, the students are caught in the middle.
",https://stream.thisamericanlife.org/534/8iG2JSESKA9dbYHqJ9jMujEpGV-crbSUdXrPtB6KwxI/534.mp3
535,https://www.thisamericanlife.org/episode/535,https://www.thisamericanlife.org/535/origin-story-2014,"September 19, 2014",Origin Story (2014),"This week we bring you little-known and surprising stories of how all sorts of institutions began. An updated version of a 2009 episode.
",https://stream.thisamericanlife.org/535/obTIXZnXCRwcLtYOQ71ZfroPNghuNDALz9NJkMSpTEY/535.mp3
536,https://www.thisamericanlife.org/episode/536,https://www.thisamericanlife.org/536/the-secret-recordings-of-carmen-segarra,"September 26, 2014",The Secret Recordings of Carmen Segarra,"An unprecedented look inside one of the most powerful, secretive institutions in the country. The NY Federal Reserve is supposed to monitor big banks. But when Carmen Segarra was hired, what she witnessed inside the Fed was so alarming that she got a tiny recorder and started secretly taping.
",https://stream.thisamericanlife.org/536/9It_BKcdlz2gbkertP-9cBm1p3X_vu_reK_46xr-rlw/536.mp3
